NAME, ADDRESS, MAP, TELEPHONE, TYPE, URL
"Pawley Island Brewing Company","2668 Industrial Ave North Charleston, SC 29405-7429 | ",Map,Phone: (843) 225-8292,Type: Micro,www.pawleysislandbrewing.com
"Pax Verum Brewing"," Lapel, IN 46051-",Map,Phone: (317) 285-8819,Type: Planning,
"Payette Brewing Co","733 S Pioneer St Boise, ID 83702-5219 | ",Map,Phone: (208) 344-0011,Type: Micro,
"Payette Brewing Co","733 South Pioneer Street Boise, ID 83702 | ",Map,Phone: (208) 344-0011,Type: Micro,www.payettebrewing.com
"Pdub Brewing Co","187 S Purcell Blvd Pueblo, CO 81007-5081 | ",Map,Phone: (719) 647-8864,Type: Brewpub,www.pdubbrewing.com
"Peabody Heights Brewery","401 E 30th St Baltimore, MD 21218-3935 | ",Map,Phone: (410) 467-7837,Type: Micro,www.peabodyheightsbrewery.com
"Peace Tree Brewing Company","107 W Main St Knoxville, IA 50138-2528 | ",Map,Phone: (641) 842-2739,Type: Micro,www.peacetreebrewing.com
"PeaceKeeper Brewing"," Rock Hill, SC 29730",Map,Phone: (803) 524-4608,Type: Planning,
"Peacemaker Brewing Company","20 Pleasant St Canandaigua, NY 14424-2047 | ",Map,Phone: (585) 396-3561,Type: Micro,www.peacemakerbrewing.com
"Peak Organic Brewing Co","110 Marginal Way # 802 Portland, ME 04101-2442 | ",Map,Phone: (207) 586-5586,Type: Proprietor,www.peakbrewing.com
"Peak To Peak Tap & Brew","16701 east Iliff ave. Aurora, CO 80013 | ",Map,Phone: (720) 446-8714,Type: Brewpub,Www.peakbrews.com
"Peak View Brewing Company"," Castle Rock, CO 80104",Map,Phone: (303) 641-8731,Type: Planning,www.peakviewbrewing.com
"Peaks N Pines Brewing Company","4005 Tutt Blvd Colorado Springs, CO 80922-2508 | ",Map,,Type: Micro,
"Pearl Street Brewery","1401 Saint Andrew St La Crosse, WI 54603-2866 | ",Map,,Type: Micro,
"Pearl Street Grill and Brewery","76 Pearl St Buffalo, NY 14202-4106 | ",Map,Phone: (716) 856-2337,Type: Brewpub,www.pearlstreetgrill.com
"Pecan Street Brewing Co","106 East Pecan Drive Johnson City, TX 78636-1504 | ",Map,Phone: (830) 868-2131,Type: Brewpub,www.pecanstreetbrewing.com
"Peckish Pig","623 Howard St Evanston, IL 60202-3941 | ",Map,Phone: (847) 491-6778,Type: Brewpub,www.thepeckishpig@gmail.com
"Pedal Haus Brewery","730 S Mill Ave # H102 Tempe, AZ 85281-4250 | ",Map,Phone: (480) 314-2337,Type: Brewpub,www.pedalhausbrewery.com
"Peddler Brewing","1514 NW Leary Way Seattle, WA 98107-4739 | ",Map,Phone: (360) 362-0002,Type: Micro,www.peddlerbrewing.com
"Pedernales Brewing Co","97 Hitchin Post Fredericksburg, TX 78624-3641 | ",Map,Phone: (830) 998-7486,Type: Micro,www.pedernalesbrewing.com
"Pedro Point Brewing"," Pacifica, CA 94044",Map,Phone: (650) 288-9149,Type: Planning,www.pedropointbrewing.com
"Peekskill Brewing Co","47 S Water St # 53 Peekskill, NY 10566-2035 | ",Map,Phone: (914) 734-2337,Type: Brewpub,www.peekskillbrewery.com
"Peel Brewing Co.","104 S Cherry St O Fallon, IL 62269-2046 | ",Map,Phone: (618) 726-2244,Type: Brewpub,www.peelpizza.com
"Pegasus City Brewery","2222 Vantage Street Dallas, TX 75215 | ",Map,Phone: (972) 366-7722,Type: Micro,www.pegasuscitybrewery.com
"Pelican Brewing Company","1371 S Hemlock St Cannon Beach, OR 97110-3055 | ",Map,Phone: (503) 908-3377,Type: Brewpub,
"Pelican Brewing Company","1708 1st St Tillamook, OR 97141-2104 | ",Map,Phone: (503) 965-7007,Type: Micro,
"Pelican Brewing Company","33180 Cape Kiwanda Dr PO Box 189Pacific City, OR 97135-8012 | ",Map,Phone: (503) 965-7007,Type: Micro,www.pelicanbrewery.com
"Pen Druid Brewing","PO Box 9 Sperryville, VA 22740-0009 | ",Map,Phone: (540) 987-5064,Type: Micro,www.pendruid.com
"Pennesseewassee Brewing","458 Plains Rd Harrison, ME 04040-3829 | ",Map,Phone: (207) 743-9808,Type: Micro,www.pennybrew.com
"Pennsylvania Brewing Co","800 Vinial St Pittsburgh, PA 15212-5151 | ",Map,Phone: (412) 237-9402,Type: Micro,www.pennbrew.com
"Penobscot Bay Brewery","PO Box 405 279 South Main StreetWinterport, ME 04496-0405 | ",Map,Phone: (207) 223-4500,Type: Brewpub,www.winterportwinery.com/brewery.asp
"Penrose Brewing Company","509 Stevens St Geneva, IL 60134-1363 | ",Map,Phone: (630) 232-2115,Type: Micro,www.penrosebrewing.com
"Pensacola Bay Brewery","225 E Zaragoza St Pensacola, FL 32502-6048 | ",Map,Phone: (850) 434-3353,Type: Micro,www.pbbrew.com
"Pentagonal Brewing Co","115 N Imperial Ave Imperial, CA 92251 | ",Map,Phone: (760) 545-1045,Type: Micro,www.facebook.com/Pentagonalbrewingcompany/
"Peoples Brewing Co","PO Box 776 Lafayette, IN 47902-0776 | ",Map,Phone: (765) 714-2777,Type: Micro,www.peoplesbrew.com
"People's Pint / Franklin County Brewing Co","76 Hope St Greenfield, MA 01301-3573 | ",Map,Phone: (413) 773-0333,Type: Brewpub,www.thepeoplespint.com
"Peoria Artisan Brewery","107 W Honeysuckle St Litchfield Park, AZ 85340-4322 | ",Map,Phone: (623) 536-4804,Type: Brewpub,www.peoriaartisanbrewing.com
"Peoria Artisan Brewery","10144 W Lake Pleasant Pkwy Ste 1130 Peoria, AZ 85382-9716 | ",Map,Phone: (623) 536-4804,Type: Brewpub,www.peoriaartisanbrewing.com
"Peoria Brewing Company","8012 N Hale Ave Peoria, IL 61615-2050 | ",Map,Phone: (309) 839-0945,Type: Micro,www.peoriabrewingcompany.com
"Percival Beer Company"," Dorchester, MA 02122",Map,Phone: (781) 664-4705,Type: Contract,www.percivalbeercompany.com
"Perennial Artisan Ales","8125 Michigan Ave Ste 114 Saint Louis, MO 63111-3535 | ",Map,Phone: (314) 631-7300,Type: Micro,www.perennialbeer.com
"Perfect Plain Brewing Co."," Pensacola, FL 32502-5604",Map,,Type: Planning,www.perfectplain.com
"Perfect World Brewing Co","18 King Ave Albany, NY 12206 | ",Map,,Type: Micro,www.facebook.com/PerfectWorldBrewing/
"Perihelion Brewery","2800 16th Ave S Seattle, WA 98144-5732 | ",Map,Phone: (206) 200-3935,Type: Brewpub,
"Periodic Brewing LLC","115 E 7th St Leadville, CO 80461-3505 | ",Map,Phone: (719) 888-4197,Type: Brewpub,www.periodicbrewing.com
"Perkiomen Valley Brewery"," Telford, PA 18969",Map,Phone: (215) 872-6424,Type: Planning,
"Permission Brewing Company"," Knoxville, TN 37919",Map,Phone: (614) 353-0762,Type: Planning,
"Perrin Brewing Company","5910 Comstock Park Dr NW Comstock Park, MI 49321-8256 | ",Map,Phone: (616) 551-1957,Type: Regional,www.perrinbrewing.com
"Perry Street Brewing Co.","1025 S Perry St # 2 Spokane, WA 99202-3464 | ",Map,Phone: (509) 279-2820,Type: Micro,www.perrystreetbrewing.com
"Perrylodgic Brewing Company","3465 US-79 N Paris, TN 38242-9998 | ",Map,Phone: (731) 407-7100,Type: Micro,www.perrylodgic.com
"Persimmon Hollow Brewing","111 W Georgia Ave Deland, FL 32720-5406 | ",Map,,Type: Micro,www.persimmonhollowbrewing.com
"Peter B's Brewpub","2 Portola Plz Behind The Portola HotelMonterey, CA 93940-2419 | ",Map,Phone: (831) 649-2699,Type: Brewpub,www.peterbsbrewpub.com
"Peticolas Brewing Co","2026 Farrington St Dallas, TX 75207-6616 | ",Map,Phone: (214) 234-7600,Type: Micro,www.peticolasbrewing.com
"Petoskey Brewing","1844 M 119 Harbor-Petoskey Rd Petoskey, MI 49770-9341 | ",Map,Phone: (231) 753-2057,Type: Brewpub,www.petoskeybrewing.com
"PFriem Family Brewers","707 Portway Ave Ste 101 Hood River, OR 97031-1218 | ",Map,Phone: (541) 321-0490,Type: Micro,www.pfriembeer.com
"Phantom Ales","1211 N Las Brisas St Anaheim, CA 92806-1823 | ",Map,Phone: (714) 630-9463,Type: Brewpub,www.phantomales.com
"Phantom Canyon Brewing Co","2 E Pikes Peak Ave Colorado Springs, CO 80903-1504 | ",Map,Phone: (719) 635-2800,Type: Brewpub,www.phantomcanyon.com
"Phantom Carriage Brewery","18525 S Main St Gardena, CA 90248-4611 | ",Map,,Type: Brewpub,www.phantomcarriage.com
"Phantom Horse Brewing","56-A Fieldstone Village Dr Rock Spring, GA 30739 | ",Map,Phone: (423) 314-4978,Type: Brewpub,www.phantomhorsebrewing.com
"Philadelphia Brewing Co","2423 Amber St Philadelphia, PA 19125-1606 | ",Map,Phone: (215) 427-2739,Type: Micro,www.philadelphiabrewing.com
"Philipsburg Brewing Co","101 W Broadway Philipsburg, MT 59858 | ",Map,Phone: (406) 859-2739,Type: Micro,www.philipsburgbrewingcompany.com
"Picacho Peak Brewing Company","PO Box 308 Fairacres, NM 88033-0308 | ",Map,Phone: (575) 680-6394,Type: Brewpub,www.picachopeakbrewery.com
"Pictured Rocks Brewing Company","408 Mill St Shooters Firehouse BrewpubMunising, MI 49862-1432 | ",Map,Phone: (906) 458-2989,Type: Micro,
"Pie & Pints Restaurant & Brewery"," Oxford, CT 06478",Map,Phone: (203) 573-1743,Type: Contract,www.piesandpints.biz
"Piece Brewery","1927 W North Ave Chicago, IL 60622-1316 | ",Map,Phone: (773) 772-4422,Type: Brewpub,www.piecechicago.com
"Piedmont Brewery and Kitchen","450-B Third Street Macon, GA 31201 | ",Map,Phone: (478) 254-2337,Type: Brewpub,www.piedmontbrerwery.com
"Pig Iron Brewing Co","40 E Front St Marietta, PA 17547 | ",Map,Phone: (717) 604-1161,Type: Brewpub,www.pigironbrewingco.com
"Pig Island Brewery"," Bradford, PA 16701",Map,Phone: (814) 366-7612,Type: Planning,
"Pig Minds Brewing Co","4080 Steele Dr Machesney Park, IL 61115-8358 | ",Map,Phone: (815) 968-7447,Type: Brewpub,www.pigmindsbrewing.com
"Pig Pounder Brewery","1107 Grecade St Greensboro, NC 27408 | ",Map,Phone: (336) 553-1290,Type: Micro,www.pigpounder.com
"Pigeon Head Brewery","840 E 5th St Reno, NV 89512-3508 | ",Map,Phone: (775) 276-6766,Type: Micro,www.pigeonheadbrewery.com
"Pigeon Hill Brewing Co","500 W Western Ave Ste 100 Muskegon, MI 49440-1000 | ",Map,Phone: (231) 375-5184,Type: Micro,www.pigeonhillbrew.com
"Pigeon River Brewing","1103 N Main St Marion, WI 54950-9182 | ",Map,Phone: (715) 256-7721,Type: Brewpub,www.pigeonriverbrewing.com
"Pigs Eye Brewing Co, LLC","10107 Bridgewater Pkwy Woodbury, MN 55129-8587 | ",Map,Phone: (651) 734-1661,Type: Proprietor,www.pigseyebeer.com
"Pigskin Brewing Company","81 Mill St Ste 150 Gahanna, OH 43230-1718 | ",Map,,Type: Brewpub,
"Pike 51 Brewing","3768 Chicago Dr Hudsonville, MI 49426-1637 | ",Map,Phone: (616) 662-4589,Type: Brewpub,www.hudsonvillewinery.com
"Pike Brewing Co","1415 1st Ave Seattle, WA 98101-2017 | ",Map,Phone: (206) 622-3373,Type: Micro,www.pikebrewing.com
"Pikes Peak Brewing","1756 Lake Woodmoor Dr Monument, CO 80132-9074 | ",Map,Phone: (719) 208-4098,Type: Brewpub,www.pikespeakbrewing.com
"Pileated Brewing Co","2290 South Industrial Highway Ann Arbor, MI 48104 | ",Map,Phone: (734) 369-6290,Type: Micro,www.pileatedbrewing.com
"Pilothouse Brewing Company"," Aurora, CO 80013",Map,Phone: (303) 994-4971,Type: Planning,www.pilothousebrewco.com
"Pine and Palm Brewing","352 W Bedford Ave Ste 111 Fresno, CA 93711-6079 | ",Map,,Type: Micro,
"Pine Island Brewing","682 County Route 1 Ste B Pine Island, NY 10969-1715 | ",Map,Phone: (845) 288-2646,Type: Micro,www.pineislandbeer.com
"Pine Street Brewery"," San Francisco, CA 94109-4929",Map,Phone: (415) 744-4062,Type: Micro,www.pinestreetbrewery.com
"Pinehurst Resort"," Pinehurst, NC 28374",Map,Phone: (910) 235-8703,Type: Planning,
"Pinelands Brewing","140 7th Ave Unit 15 Little Egg Harbor Twp, NJ 08087-4259 | ",Map,Phone: (609) 296-6169,Type: Micro,www.pinelandsbrewing.com
"Pinellas Ale Works","1962 1st Ave S Saint Petersburg, FL 33712-1345 | ",Map,Phone: (727) 235-0970,Type: Micro,www.pawbeer.com
"Pinetop Brewing Company","159 W White Mountain Blvd Lakeside, AZ 85929-6527 | ",Map,Phone: (928) 358-1971,Type: Brewpub,www.pinetopbeer.com
"Piney River Brewing Company","15194 Walnut Grove Dr Bucyrus, MO 65444-9002 | ",Map,Phone: (417) 967-4001,Type: Micro,www.pineyriverbrewing.com
"Pinglehead Brewery / Brewer's Pizza","14B  Blanding Blvd Ste B Orange Park, FL 32073-2232 | ",Map,Phone: (904) 276-5159,Type: Brewpub,www.brewerspizza.com
"Pinnacle Brewing Co/Groggs","1653 Carbonville Rd Helper, UT 84526-2504 | ",Map,Phone: (435) 637-2924,Type: Contract,
"Pint","332 Clay St Kerrville, TX 78028-4502 | ",Map,Phone: (830) 315-7468,Type: Brewpub,www.pintandplow.com
"Pint Nine Brewing Company","10411 Portal Rd Ste 104 Omaha, NE  | ",Map,,Type: Micro,www.pintninebrewing.com
"Pinthouse Pizza North","4729 Burnet Rd Austin, TX 78756-2826 | ",Map,,Type: Brewpub,www.pinthousepizza.com
"Pinthouse Pizza South","4236 S Lamar Blvd Austin, TX 78704-7905 | ",Map,Phone: (512) 568-5300,Type: Brewpub,www.pinthousepizza.com
"Pints Brewery and Sports Bar","PO Box 77000 Laughlin, NV 89028-7000 | ",Map,Phone: (702) 298-4000,Type: Brewpub,www.coloradobelle.com
"PINTS Brewing Company and Urban Taproom","412 NW 5th Ave Portland, OR 97209-3893 | ",Map,Phone: (503) 564-2739,Type: Brewpub,www.pintsbrewing.com
"Pints Pub Brewery and Freehouse","221 W 13th Ave Denver, CO 80204-2711 | ",Map,Phone: (303) 534-7543,Type: Brewpub,www.pintspub.com
"Pinups & Pints","10963 Lower Valley Pike Medway, OH 45341-9706 | ",Map,Phone: (937) 849-1400,Type: Micro,www.pinupsandpints.com
"Pipe Dream Brewing","49 Harvey Rd Unit 4 Londonderry, NH 03053-7442 | ",Map,,Type: Brewpub,
"Pipeworks Brewing Co"," Chicago, IL 60647-5972",Map,Phone: (847) 910-9493,Type: Micro,
"Pipeworks Brewing Co","3912 W McLean Ave Ste B Chicago, IL 60647-5973 | ",Map,Phone: (847) 910-9493,Type: Micro,pipeworksbrewing.com
"Pisgah Brewing Co","150 Eastside Dr Black Mountain, NC 28711-8208 | ",Map,Phone: (828) 669-0190,Type: Micro,www.pisgahbrewing.com
"Pismo Brewing Co","500 Cypress St Pismo Beach, CA 93449-2624 | ",Map,Phone: (805) 295-6200,Type: Micro,www.pismobrew.com
"Pitchers Sports Restauranat and Brewery","1100 W Drake Rd Fort Collins, CO 80526-6008 | ",Map,Phone: (970) 493-5374,Type: Brewpub,www.pitchersbrewery.com
"Pitchfork Brewing","709 Rodeo Dr Ste 104 Hudson, WI 54016-4700 | ",Map,Phone: (715) 245-3675,Type: Micro,www.pitchforkbrewing.com
"Pitt Street Brewing Company","630 South Pitt Street Greenville, NC 27834-3159 | ",Map,Phone: (770) 330-3280,Type: Micro,www.pittstreetbrewing.com
"Pittsburgh Brewing Co","3340 Liberty Ave Pittsburgh, PA 15201-1394 | ",Map,Phone: (412) 682-7400,Type: Contract,www.pittsburghbrewing.com
"Pivot Brewery LLC","1901 Wellington Cr Salt Lake, UT 84117 | ",Map,,Type: Micro,
"Pivot Brewing Company"," ,  ",Map,,,
"Pixeled Brewing Co."," Fargo, ND 58104",Map,Phone: (952) 255-9228,Type: Planning,pixeled.beer
"Pizza Beer Company","5N404 Harvest Ln Saint Charles, IL 60175-8242 | ",Map,Phone: (630) 377-6888,Type: Contract,www.pizzabeer.net
"Pizza Boy Brewing Co","2240 Millenium Way Enola, PA 17025-1484 | ",Map,Phone: (717) 728-3840,Type: Micro,www.pizzaboybrewing.com
"Pizza By Elizabeths","3801 Kennett Pike Greenville, DE 19807-2321 | ",Map,,Type: Brewpub,
"Pizza Orgasmica and Brewing Co","812 4th St San Rafael, CA 94901-3224 | ",Map,Phone: (415) 457-2337,Type: Brewpub,www.pizzaorgasmica.com
"Pizza Port - Bressi Ranch","2730 Gateway Rd Carlsbad, CA 92009-1730 | ",Map,Phone: (760) 707-1655,Type: Micro,www.pizzaport.com
"Pizza Port Carlsbad","PO Box 1697 Carlsbad, CA 92018-1697 | ",Map,Phone: (760) 720-7007,Type: Regional,www.pizzaport.com
"Pizza Port Ocean Beach","1956 Bacon St San Diego, CA 92107-2844 | ",Map,Phone: (619) 224-4700,Type: Brewpub,www.pizzaport.com
"Pizza Port San Clemente","301 N El Camino Real San Clemente, CA 92672-4716 | ",Map,Phone: (949) 940-0005,Type: Brewpub,www.pizzaport.com
"Pizza Port Solana Beach","135 N Highway 101 Solana Beach, CA 92075-1128 | ",Map,Phone: (858) 481-7332,Type: Brewpub,www.pizzaport.com
"Placerville Brewing Co","155 Placerville Dr Placerville, CA 95667-3909 | ",Map,Phone: (530) 295-9166,Type: Brewpub,www.placervillebrewing.com
"Plan 9 Alehouse","155 E Grand Ave Escondido, CA 92025-2701 | ",Map,Phone: (760) 489-8817,Type: Brewpub,www.plan9alehouse.com
"Plan Bee Farm Brewery","115 Underhill Rd Poughkeepsie, NY 12603-1045 | ",Map,Phone: (765) 307-8589,Type: Micro,www.planbeefarmbrewery.com
"Planet Mash Brewing Company"," Katy, TX 77494",Map,,Type: Planning,
"Planetary Brewing Company","500 Polk St Ste 22 Greenwood, IN 46143-1638 | ",Map,Phone: (317) 215-4941,Type: Micro,www.planetarybrewing.com
"Plank Town Brewing","346 Main St Springfield, OR 97477-5362 | ",Map,Phone: (458) 201-7039,Type: Brewpub,planktownbrewing.com
"Platform Beer Co","4125 Lorain Ave Cleveland, OH 44113-3718 | ",Map,Phone: (216) 202-1386,Type: Micro,platformbeerco.com
"Platform Beer Co - Production Facility","3506 Vega Ave Cleveland, OH 44113 | ",Map,,Type: Micro,www.platformbeer.co
"Platform Beer Co Taproom","408 N. Sixth Street. Columbus, OH 43215-2137 | ",Map,Phone: (614) 826-2285,Type: Micro,www.platformbeer.co
"Platt Park Brewing Co.","1875 S Pearl St Denver, CO 80210-3136 | ",Map,Phone: (303) 968-6674,Type: Micro,www.plattparkbrewing.com
"Plattsburgh Brewing Co","411 Route 3 Plattsburgh, NY 12901-6520 | ",Map,Phone: (518) 324-6680,Type: Brewpub,www.plattsburghbrewingco.com
"Platypus Brewing","1902 Washington Ave Ste E Houston, TX 77007-6133 | ",Map,Phone: (832) 985-8007,Type: Micro,www.platypusbrewing.com
"Playalinda Brewing Company","305 S Washington Ave Titusville, FL 32796-3539 | ",Map,Phone: (321) 225-8978,Type: Micro,www.playalindabrewingcompany.com
"Pleasanton Main St Brewery","830 Main St Frnt Pleasanton, CA 94566-6652 | ",Map,Phone: (925) 462-8218,Type: Brewpub,www.mainstbrewery.com
"Pleasure House Brewing","3025 Shore Dr Virginia Beach, VA 23451-1247 | ",Map,Phone: (757) 496-0916,Type: Micro,www.pleasurehousebrewing.com
"Pleasure Point Brewing Company"," ,  ",Map,,,
"Plough Monday","25327 Jeans Rd Veneta, OR 97487- | ",Map,Phone: (541) 935-4004,Type: Micro,www.ploughmonday.com
"Plow Brewing Company","3334 Industrial Dr Santa Rosa, CA 95403-2011 | ",Map,Phone: (707) 843-4583,Type: Micro,www.sonomacounty.com/brewery/plow-brewing-company
"Plymouth Brewing Co","222 E Mill St Plymouth, WI 53073-1706 | ",Map,Phone: (920) 857-6083,Type: Micro,www.plymouthbrewingcompany.com
"Po'Boy Brewing","200 Wilson St. Bldg E3 Port Jefferson Station, NY 11776-1145 | ",Map,Phone: (631) 828-1131,Type: Micro,www.poboybrewery.com
"Pocock Brewing Company","24907 Avenue Tibbitts Ste B Santa Clarita, CA 91355-3487 | ",Map,Phone: (661) 775-4899,Type: Micro,www.pocockbrewing.com
"Pocono Brewery Company","2092 rt 611 Swiftwater, PA 18730 | ",Map,Phone: (570) 839-1500,Type: Brewpub,
"Point Blank Brewing Company","105 E Beaver St Corydon, IN 47112-1146 | ",Map,Phone: (812) 225-5141,Type: Brewpub,www.pointblankbrewing.com
"Point Labaddie Brewery","1029 Thiebes Rd Labadie, MO 63055-1712 | ",Map,Phone: (314) 566-9346,Type: Micro,www.pointlabaddiebrewery.com
"Point Ybel Brewing Company","16120 San Carlos Blvd Ste 4 Fort Myers, FL 33908-3294 | ",Map,Phone: (239) 603-6535,Type: Micro,www.pointybelbrew.com
"Points West Beer Co."," Commerce City, CO 80022-8827",Map,,Type: Planning,
"Poison Frog Brewing Company","1908 Horton Rd Jackson, MI 49203-5520 | ",Map,Phone: (517) 748-5997,Type: Micro,
"Pokro Brewing Company, The","311 N Broad St Griffith, IN 46319-2222 | ",Map,Phone: (219) 924-7950,Type: Micro,www.pokrobrewing.com
"Pollyanna Brewing Company","431 Talcott Ave Lemont, IL 60439-3744 | ",Map,Phone: (630) 914-5834,Type: Micro,www.pollyannabrewing.com
"Ponderosa Brewing","1761 Bellamah Ave NW Albuquerque, NM 87104-2247 | ",Map,Phone: (505) 639-5941,Type: Brewpub,www.ponderosabrewing.net
"Pono Brewing Company","5716 SE 92nd Ave Portland, OR 97266 | ",Map,Phone: (503) 432-8400,Type: Contract,www.ponobrewing.com
"Pontoon Brewing Company","8601 Dunwoody Place Building 500 Suite 100Atlanta, GA 30350-2551 | ",Map,Phone: (704) 929-3821,Type: Contract,www.pontoonbrewing.com
"Ponyfoot Public House"," Austin, TX 78731-3618",Map,Phone: (512) 784-3887,Type: Planning,
"Ponysaurus Brewing Company","219 Hood St Durham, NC 27701-3715 | ",Map,Phone: (978) 482-7701,Type: Brewpub,www.ponysaurusbrewing.com
"Poor House Brewing","4494 30th St San Diego, CA 92116-4287 | ",Map,Phone: (619) 786-4409,Type: Micro,www.poorhousebrew.com
"Poplar Street Pub"," Salt Lake City, UT 84121-2001",Map,Phone: (801) 694-7666,Type: Planning,chris@poplarstreetpub.com
"Populuxe Brewing","826 NW 49th St Seattle, WA 98107-3614 | ",Map,Phone: (206) 706-3400,Type: Micro,www.populuxebrewing.com
"Port Brewing Co / The Lost Abbey","155 Mata Way Ste 104 San Marcos, CA 92069-2983 | ",Map,Phone: (800) 918-6816,Type: Regional,www.portbrewing.com
"Port City Brewing Co.","3950 Wheeler Ave Alexandria, VA 22304-6409 | ",Map,Phone: (703) 797-2739,Type: Micro,www.portcitybrewing.com
"Port Huron Brewing Co","805 Business Park Dr Wisconsin Dells, WI 53965-9440 | ",Map,Phone: (608) 253-0340,Type: Micro,www.porthuronbeer.com
"Port Jeff Brewing Co","22 Mill Creek Rd Port Jefferson, NY 11777-1663 | ",Map,Phone: (877) 475-2739,Type: Micro,www.portjeffbrewing.com
"Port O'Pints Brewing Co.","1020 Blackwell Ln Crescent City, CA 95531-8810 | ",Map,,Type: Micro,
"Port Orleans Brewing Company","4124 Tchoupitoulas street New Orleans, LA 70115 | ",Map,Phone: (504) 256-0323,Type: Micro,www.portorleansbrewingco.com
"Port Town Brewing Co"," Los Angles, CA 90731-3317",Map,Phone: (310) 508-6013,Type: Proprietor,www.porttownbrewing.com
"Port Townsend Brewing Co","330 10th St Ste C Port Townsend, WA 98368-1815 | ",Map,Phone: (360) 385-9967,Type: Micro,www.porttownsendbrewing.com
"Portal Brewing Co","100 E 6th St Medford, OR 97501-5902 | ",Map,Phone: (541) 941-0240,Type: Brewpub,www.portalbrewingco.com
"Portico Brewing Co","PO Box 400131 Cambridge, MA 02140-0002 | ",Map,,Type: Contract,
"Portland Brewing/North American Breweries","2730 NW 31st Ave Portland, OR 97210-1718 | ",Map,Phone: (503) 226-7623,Type: Regional,www.portlandbrewing.com
"Portland U-Brew & Pub","6237 SE Milwaukie Ave Portland, OR 97202- | ",Map,Phone: (503) 943-2727,Type: Brewpub,www.portlandubrewandpub.com
"Portner Brewhouse","5770 Dow Avenue Alexandria, VA 22314-3754 | ",Map,Phone: (571) 312-0243,Type: Brewpub,www.portnerbrewhouse.com
"Portneuf Valley Brewing Co","615 S 1st Ave Pocatello, ID 83201-6557 | ",Map,Phone: (208) 232-1644,Type: Brewpub,www.portneufvalleybrewing.com
"Portsmouth Brewery","56 Market St Portsmouth, NH 03801-3750 | ",Map,Phone: (603) 431-1115,Type: Brewpub,www.portsmouthbrewery.com
"Portsmouth Brewing Co/Maults","PO Box 218 224 Second StPortsmouth, OH 45662-0218 | ",Map,Phone: (740) 354-6106,Type: Brewpub,www.portsmouthohbrewing.com
"Poseidon Brewing Company","5777 Olivas Park Drive, Unit Q Ventura, CA 93003 | ",Map,Phone: (805) 477-0239,Type: Micro,www.poseidonbrewingco.com
"Post"," Peterborough, NH 03458-1452",Map,,Type: Planning,www.postandbeambrewery.com
"Post Falls Brewing","112 N Spokane St Post Falls, ID 83854-9537 | ",Map,Phone: (208) 773-7301,Type: Micro,postfallsbrewing.com
"Postdoc Brewing Company","17625 NE 65th St Ste 100 Redmond, WA 98052-7908 | ",Map,Phone: (425) 658-4963,Type: Micro,www.postdocbrewing.com
"Potosi Brewing Co","209 S Main St Potosi, WI 53820-9675 | ",Map,Phone: (608) 763-4002,Type: Micro,
"Pour Boys' Brew House","202 E Court St Washington Court House, OH 43160-1302 | ",Map,Phone: (740) 335-2739,Type: Brewpub,www.facebook.com/pourboysbrewhouse
"Pour Brothers Brewery"," Beaumont, TX 77701-3018",Map,,Type: Planning,Www.pourbrothersbrewery.com
"Powder Hollow Brewery","504 Hazard Ave Enfield, CT 06082- | ",Map,Phone: (860) 205-0942,Type: Micro,www.powderhollowbrewery.com
"Powder Keg Brewing Co","101 2nd Ave #1047 Niwot, CO 80544-1047 | ",Map,Phone: (720) 600-5442,Type: Brewpub,www.powderkegbrewingcompany.com
"Powderhaus Brewing","9719 W Chinden Blvd Garden City, ID 83714-2008 | ",Map,Phone: (208) 954-0901,Type: Micro,www.powderhausbrewing.com
"Power House Brewing Co's Columbus Bar","2735 N State Road 9 Columbus, IN 47203-9648 | ",Map,Phone: (812) 375-8800,Type: Brewpub,www.powerhousebrewingco.com
"Powerhouse Restaurant and Brewery","454 E Main Puyallup, WA 98372-3258 | ",Map,Phone: (253) 845-1370,Type: Brewpub,www.powerhousebrewpub.com
"Prairie Artisan Ales","1803B S 49th West Ave Tulsa, OK 74107- | ",Map,Phone: (918) 949-4318,Type: Micro,www.prairieales.com
"Prairie Krafts Brewing Company","1310 busch pkwy buffalo grove, IL 60089 | ",Map,Phone: (224) 434-2189,Type: Micro,www.prairiekrafts.com
"Prairie Pride Brewery","115 E South Front St. Grand Island, NE 68801 | ",Map,Phone: (402) 631-7184,Type: Micro,www.prairiepride.beer
"Prairie Street Brewing Co.","200 Prairie St Rockford, IL 61107-3987 | ",Map,,Type: Micro,www.psbrewingco.com
"Pratt Street Ale House","206 W Pratt St Baltimore, MD 21201-2426 | ",Map,Phone: (410) 244-8900,Type: Brewpub,www.oliverales.com
"Prehistoric Brewing Company"," Willard, MO 65781",Map,,Type: Planning,www.prehistoricbrewing.com
"Prescott Brewing Co","130 W Gurley St Ste A Prescott, AZ 86301-3603 | ",Map,Phone: (928) 771-2795,Type: Brewpub,www.prescottbrewingcompany.com
"Prescott Brewing Co - Production Facility","6396 Lear Ln Prescott, AZ 86301-9118 | ",Map,Phone: (928) 771-2795,Type: Micro,www.prescottbrewingcompany.com
"Pressure Drop Brewing"," ,  ",Map,,,
